sample_ID,total_count,population,cell_population,percentage
sample05004,106320,cd8_t_cell,27382,0.25754326561324303
sample05005,91113,cd8_t_cell,22112,0.24268765159746689
sample05006,108254,cd8_t_cell,34400,0.3177711678090417
sample05007,93127,cd8_t_cell,28983,0.3112201617146477
sample05008,102874,cd8_t_cell,19928,0.1937126970857554
sample05009,107675,cd8_t_cell,27254,0.2531135361040167
sample05010,100321,cd8_t_cell,31784,0.3168229981758555
sample05011,107737,cd8_t_cell,26507,0.24603432432683295
sample05012,107130,cd8_t_cell,24513,0.2288154578549426
sample05013,100274,cd8_t_cell,24407,0.24340307557293017
sample05014,97014,cd8_t_cell,30679,0.3162327086812213
sample05015,105753,cd8_t_cell,39017,0.3689446162283812
sample05016,102995,cd8_t_cell,20585,0.19986407107141124
sample05017,96384,cd8_t_cell,20026,0.2077730743691899
sample05018,107868,cd8_t_cell,26256,0.24340861052397375
sample05019,103021,cd8_t_cell,28021,0.2719930887877229
sample05020,95211,cd8_t_cell,19740,0.20732898509625988
sample05021,90440,cd8_t_cell,24537,0.2713069438301636
sample05022,100898,cd8_t_cell,18888,0.18719895339848164
sample05023,88249,cd8_t_cell,21260,0.24090924543054312
sample05024,101656,cd8_t_cell,24397,0.2399956716770284
sample05025,105174,cd8_t_cell,24555,0.2334702493011581
sample05026,99429,cd8_t_cell,24535,0.24675899385491154
sample05027,88691,cd8_t_cell,32406,0.3653809292938404
sample05028,92188,cd8_t_cell,22504,0.24410986245498328
sample05029,94466,cd8_t_cell,21301,0.22548853555776682
sample05030,96468,cd8_t_cell,25056,0.25973379773603683
sample05031,104900,cd8_t_cell,23612,0.22509056244041944
sample05032,101097,cd8_t_cell,21632,0.21397271926961237
sample05033,92417,cd8_t_cell,14545,0.1573844638973349
sample05034,91970,cd8_t_cell,27754,0.30177231705991087
sample05035,104046,cd8_t_cell,30795,0.295974857274667
sample05036,101765,cd8_t_cell,26784,0.2631946150444652
sample05037,91741,cd8_t_cell,27414,0.29881950273051305
sample05038,94363,cd8_t_cell,25247,0.2675519006390217
sample05039,103125,cd8_t_cell,25010,0.2425212121212121
sample05040,93448,cd8_t_cell,20873,0.2233648660217447
sample05041,99887,cd8_t_cell,25581,0.256099392313314
sample05042,97534,cd8_t_cell,25189,0.25825865851908053
sample05043,100392,cd8_t_cell,26303,0.2620029484421069
sample05044,104055,cd8_t_cell,22167,0.21303156984287155
sample05045,97345,cd8_t_cell,26722,0.2745081925111716
sample05046,104374,cd8_t_cell,20949,0.20071090501465882
sample05047,91242,cd8_t_cell,29073,0.31863615440257775
sample05048,100148,cd8_t_cell,27136,0.27095898070855134
sample05049,99299,cd8_t_cell,26685,0.26873382410699
sample05050,108366,cd8_t_cell,24574,0.2267685436391488
sample05051,109017,cd8_t_cell,27570,0.2528963372684994
sample05052,91767,cd8_t_cell,20682,0.2253751348523979
sample05053,105223,cd8_t_cell,22395,0.212833696055045
sample05054,102730,cd8_t_cell,25131,0.24463155845420034
sample05055,102746,cd8_t_cell,18565,0.18068829930118935
sample05056,100344,cd8_t_cell,25430,0.25342820696803
sample05057,104506,cd8_t_cell,17590,0.1683156947926435
sample05058,89779,cd8_t_cell,25824,0.28763964847013224
sample05059,103369,cd8_t_cell,27735,0.26831061536824385
sample05060,106184,cd8_t_cell,33876,0.3190311157989904
sample05061,100408,cd8_t_cell,26909,0.26799657397816906
sample05062,104182,cd8_t_cell,19052,0.18287228120020732
sample05063,94830,cd8_t_cell,19928,0.21014446904987874
sample05064,103964,cd8_t_cell,23025,0.2214708937709207
sample05065,108848,cd8_t_cell,27843,0.25579707481993236
sample05066,107818,cd8_t_cell,23538,0.21831234116752304
sample05067,109946,cd8_t_cell,20110,0.1829079730049297
sample05068,88998,cd8_t_cell,20571,0.23114002561855324
sample05069,93690,cd8_t_cell,20235,0.2159782260646814
sample05070,96765,cd8_t_cell,20612,0.2130109027024234
sample05071,96768,cd8_t_cell,22651,0.23407531415343916
sample05072,95441,cd8_t_cell,21405,0.2242746827883195
sample05073,94265,cd8_t_cell,19202,0.20370232854187661
sample05074,104184,cd8_t_cell,29057,0.27890079090839287
sample05075,102554,cd8_t_cell,23312,0.22731439046746105
sample05076,109178,cd8_t_cell,32601,0.29860411438201834
sample05077,104284,cd8_t_cell,31723,0.3041981512024855
sample05078,107194,cd8_t_cell,28627,0.26705785771591695
sample05079,108503,cd8_t_cell,28891,0.26626913541561065
sample05080,89331,cd8_t_cell,22239,0.2489505322900225
sample05081,100724,cd8_t_cell,19190,0.19052063063420832
sample05082,100704,cd8_t_cell,24291,0.24121186844613918
sample05083,85796,cd8_t_cell,16281,0.18976409156604038
sample05084,98632,cd8_t_cell,28559,0.2895510584800065
sample05085,92692,cd8_t_cell,22578,0.24358089155482673
sample05086,108488,cd8_t_cell,37958,0.3498820146006932
sample05087,91329,cd8_t_cell,26529,0.29047728541865125
sample05088,95018,cd8_t_cell,20895,0.2199057020775011
sample05089,109358,cd8_t_cell,17249,0.15772965855264362
sample05090,91646,cd8_t_cell,25815,0.28168168823516576
sample05091,103124,cd8_t_cell,24307,0.23570652806330245
sample05092,91165,cd8_t_cell,21783,0.23894038282235508
sample05093,103864,cd8_t_cell,24709,0.23789763536932912
sample05094,98339,cd8_t_cell,27248,0.2770823376280011
sample05095,95759,cd8_t_cell,22750,0.23757558036320345
sample05096,95459,cd8_t_cell,24421,0.25582710902062666
sample05097,99675,cd8_t_cell,24026,0.24104339102081765
sample05098,104937,cd8_t_cell,29122,0.2775188922877536
sample05099,107894,cd8_t_cell,25295,0.2344430644892209
sample05100,90406,cd8_t_cell,23782,0.2630577616529876
sample05101,101808,cd8_t_cell,21016,0.20642778563570643
sample05102,91026,cd8_t_cell,21738,0.23881088919649332
sample05103,95256,cd8_t_cell,26024,0.27320063828000335
sample05104,106836,cd8_t_cell,25599,0.23961024373806583
sample05105,108208,cd8_t_cell,29977,0.2770312731036522
sample05106,91996,cd8_t_cell,20207,0.21965085438497325
sample05107,93920,cd8_t_cell,22209,0.23646720613287905
sample05108,95993,cd8_t_cell,18045,0.1879824570541602
sample05109,100328,cd8_t_cell,14431,0.14383821066900565
sample05110,98299,cd8_t_cell,25494,0.25935157020925953
sample05111,99752,cd8_t_cell,31743,0.3182191835752667
sample05112,111123,cd8_t_cell,34658,0.3118886279168129
sample05113,93750,cd8_t_cell,24353,0.25976533333333335
sample05114,102932,cd8_t_cell,22219,0.2158609567481444
sample05115,105306,cd8_t_cell,36326,0.34495660266271627
sample05116,101100,cd8_t_cell,17016,0.16830860534124628
sample05117,105512,cd8_t_cell,23379,0.22157669269846084
sample05118,96557,cd8_t_cell,27453,0.28431910684880435
sample05119,105967,cd8_t_cell,23366,0.2205026093028962
sample05120,94551,cd8_t_cell,25988,0.2748569555054944
sample05121,108576,cd8_t_cell,27778,0.2558392278219864
sample05122,97598,cd8_t_cell,27184,0.2785302977520031
sample05123,99492,cd8_t_cell,33803,0.3397559602782133
sample05124,100824,cd8_t_cell,16256,0.16123145282869158
sample05125,96077,cd8_t_cell,25636,0.2668276486568065
sample05126,98753,cd8_t_cell,20334,0.20590766862778853
sample05127,101318,cd8_t_cell,23596,0.23289050316824256
sample05128,103312,cd8_t_cell,21687,0.2099175313613133
sample05129,98416,cd8_t_cell,23224,0.23597788977402048
sample05130,100988,cd8_t_cell,25646,0.2539509644710263
sample05131,93284,cd8_t_cell,28888,0.30967797264268254
sample05132,106425,cd8_t_cell,23761,0.22326521024195442
sample05133,97714,cd8_t_cell,25588,0.2618662627668502
sample05134,93477,cd8_t_cell,23848,0.2551215807096933
sample05135,101366,cd8_t_cell,27025,0.2666081329045242
sample05136,104764,cd8_t_cell,32626,0.3114237715245695
sample05137,99017,cd8_t_cell,30987,0.3129462617530323
sample05138,94177,cd8_t_cell,26717,0.2836892234834408
sample05139,108959,cd8_t_cell,29910,0.27450692462302334
sample05140,101776,cd8_t_cell,27953,0.27465217733060837
sample05141,96742,cd8_t_cell,26619,0.2751545347418908
sample05142,103907,cd8_t_cell,21346,0.20543370514017342
sample05143,95563,cd8_t_cell,30181,0.3158230695980662
sample05144,89127,cd8_t_cell,25921,0.29083218328901456
sample05145,101101,cd8_t_cell,29130,0.2881277138702881
sample05146,92460,cd8_t_cell,31703,0.3428834090417478
sample05147,97317,cd8_t_cell,26983,0.27726913077879506
sample05148,102988,cd8_t_cell,24471,0.23761020701440944
sample05149,97745,cd8_t_cell,23969,0.24521970433270243
sample05150,104177,cd8_t_cell,30721,0.29489234667920944
sample05151,99430,cd8_t_cell,25190,0.25334406114854674
sample05152,102262,cd8_t_cell,28101,0.27479415618704894
sample05153,90865,cd8_t_cell,24131,0.26556980135365654
sample05154,90414,cd8_t_cell,19830,0.21932444090516956
sample05155,92495,cd8_t_cell,24926,0.2694848370182172
sample05156,104070,cd8_t_cell,26011,0.2499375420390122
sample05157,99128,cd8_t_cell,31928,0.3220886127027681
sample05158,107079,cd8_t_cell,37470,0.34992855742022244
sample05159,92106,cd8_t_cell,31894,0.3462749440861616
sample05160,92532,cd8_t_cell,23749,0.25665715644317644
sample05161,105062,cd8_t_cell,23661,0.22520987607317583
sample05162,107024,cd8_t_cell,27772,0.25949319778741214
sample05163,93268,cd8_t_cell,30447,0.32644636960157825
sample05164,107588,cd8_t_cell,27253,0.25330891921032084
sample05165,110638,cd8_t_cell,33883,0.3062510168296607
sample05166,103360,cd8_t_cell,26592,0.25727554179566564
sample05167,104438,cd8_t_cell,28925,0.2769585782952565
sample05168,110571,cd8_t_cell,21643,0.1957384847744888
sample05169,95896,cd8_t_cell,24154,0.2518770334529073
sample05170,100953,cd8_t_cell,22317,0.22106326706487178
sample05171,100151,cd8_t_cell,31665,0.3161725794050983
sample05172,102754,cd8_t_cell,27907,0.2715904003737081
sample05173,97398,cd8_t_cell,25985,0.2667919259122364
sample05174,107198,cd8_t_cell,29164,0.2720573145021362
sample05175,89797,cd8_t_cell,28848,0.32125794848380235
sample05176,106657,cd8_t_cell,25708,0.2410343437374012
sample05177,109349,cd8_t_cell,31076,0.2841909848283935
sample05178,101917,cd8_t_cell,22320,0.21900173670732068
sample05179,89956,cd8_t_cell,19106,0.21239272533238474
sample05180,108345,cd8_t_cell,29158,0.26912178688448934
sample05181,105064,cd8_t_cell,35590,0.33874590725652937
sample05182,94382,cd8_t_cell,20378,0.21590981331186032
sample05183,108329,cd8_t_cell,31742,0.2930147975149775
sample05184,109520,cd8_t_cell,22458,0.20505843681519356
sample05185,100760,cd8_t_cell,24366,0.24182215164747917
sample05186,93367,cd8_t_cell,27734,0.2970428523996701
sample05187,89459,cd8_t_cell,20815,0.23267642160095686
sample05188,103764,cd8_t_cell,23908,0.23040746308931806
sample05189,101036,cd8_t_cell,21592,0.21370600578011797
sample05190,88968,cd8_t_cell,25820,0.29021670713065373
sample05191,101200,cd8_t_cell,25629,0.25325098814229247
sample05192,105663,cd8_t_cell,28551,0.27020811447715853
sample05193,104738,cd8_t_cell,22947,0.2190895377036033
sample05194,100597,cd8_t_cell,25234,0.2508424704514051
sample05195,89813,cd8_t_cell,21916,0.24401812655183547
sample05196,93164,cd8_t_cell,24711,0.26524193894637416
sample05197,107622,cd8_t_cell,27557,0.25605359498987196
sample05198,101712,cd8_t_cell,28718,0.2823462324996067
sample05199,97352,cd8_t_cell,25379,0.2606931547374476
sample05200,100711,cd8_t_cell,26655,0.2646682090337699
sample05201,91524,cd8_t_cell,29050,0.3174030855294786
sample05202,100020,cd8_t_cell,26812,0.2680663867226555
sample05203,104169,cd8_t_cell,21530,0.20668337029250544
sample05204,99539,cd8_t_cell,19592,0.19682737419503912
sample05205,100506,cd8_t_cell,25836,0.2570592800429825
sample05206,97716,cd8_t_cell,17699,0.18112693929346269
sample05207,105264,cd8_t_cell,14907,0.14161536707706338
sample05208,100098,cd8_t_cell,17414,0.17396950988031729
sample05209,91438,cd8_t_cell,28447,0.3111069795927295
sample05210,98891,cd8_t_cell,23195,0.23455117250305893
sample05211,100693,cd8_t_cell,25159,0.24985848072855113
sample05212,95306,cd8_t_cell,24397,0.2559859819948377
sample05213,93785,cd8_t_cell,13866,0.1478488031135043
sample05214,95102,cd8_t_cell,25193,0.2649050493154718
sample05215,109191,cd8_t_cell,25672,0.23511095236786914
sample05216,111158,cd8_t_cell,16515,0.1485723024883499
sample05217,96058,cd8_t_cell,18465,0.19222761248412418
sample05218,104092,cd8_t_cell,23765,0.22830765092418245
sample05219,96985,cd8_t_cell,18486,0.19060679486518534
sample05220,100455,cd8_t_cell,34442,0.3428599870588821
sample05221,100439,cd8_t_cell,22215,0.22117902408427006
sample05222,97965,cd8_t_cell,26138,0.26680957484816004
sample05223,103964,cd8_t_cell,24014,0.23098380208533723
sample05224,104922,cd8_t_cell,26351,0.251148472198395
sample05225,108015,cd8_t_cell,28303,0.2620284219784289
sample05226,109833,cd8_t_cell,23432,0.21334207387579324
sample05227,100314,cd8_t_cell,18828,0.1876906513547461
sample05228,101186,cd8_t_cell,18487,0.18270314075069674
sample05229,111403,cd8_t_cell,35353,0.31734333904832007
sample05230,99927,cd8_t_cell,24480,0.24497883454922093
sample05231,101136,cd8_t_cell,19743,0.1952123872804936
sample05232,114629,cd8_t_cell,25623,0.22352982229627755
sample05233,111576,cd8_t_cell,32762,0.29362945436294546
sample05234,97033,cd8_t_cell,23837,0.2456586934341925
sample05235,105613,cd8_t_cell,27089,0.25649304536373363
sample05236,104206,cd8_t_cell,30632,0.29395620213807266
sample05237,109222,cd8_t_cell,31500,0.28840343520536155
sample05238,109159,cd8_t_cell,33520,0.30707500068707116
sample05239,108381,cd8_t_cell,27805,0.2565486570524354
sample05240,98987,cd8_t_cell,36574,0.3694828613858385
sample05241,93577,cd8_t_cell,21202,0.22657276894963507
sample05242,91729,cd8_t_cell,23271,0.2536929433439806
sample05243,90433,cd8_t_cell,20996,0.23217188415733195
sample05244,97137,cd8_t_cell,16705,0.17197360429084696
sample05245,95373,cd8_t_cell,23881,0.250395814329003
sample05246,93968,cd8_t_cell,22757,0.2421781883194279
sample05247,102707,cd8_t_cell,26373,0.25677899266846466
sample05248,103734,cd8_t_cell,32773,0.3159330595561725
sample05249,98924,cd8_t_cell,22296,0.22538514415106548
sample05250,94206,cd8_t_cell,28780,0.3055007112073541
sample05251,98279,cd8_t_cell,28818,0.2932264268053196
sample05252,98221,cd8_t_cell,19555,0.199091843903035
sample05253,93723,cd8_t_cell,30861,0.3292788323037035
sample05254,89646,cd8_t_cell,17271,0.19265778729670036
sample05255,110234,cd8_t_cell,27299,0.24764591686775406
sample05256,106281,cd8_t_cell,29770,0.2801065101005824
sample05257,99528,cd8_t_cell,16178,0.16254722289205048
sample05258,107293,cd8_t_cell,22330,0.20812168547808338
sample05259,104024,cd8_t_cell,29417,0.28279050988233484
sample05260,102444,cd8_t_cell,18603,0.18159189410800047
sample05261,109675,cd8_t_cell,17755,0.16188739457488033
sample05262,99881,cd8_t_cell,30525,0.3056136802795326
sample05263,103216,cd8_t_cell,31859,0.30866338552162453
sample05264,105372,cd8_t_cell,35055,0.3326785104202255
sample05265,107840,cd8_t_cell,29437,0.2729692136498516
sample05266,105435,cd8_t_cell,20177,0.19136908996063925
sample05267,109551,cd8_t_cell,26055,0.2378344332776515
sample05268,103657,cd8_t_cell,25293,0.24400667586366576
sample05269,96120,cd8_t_cell,21184,0.22039117769454847
sample05270,103245,cd8_t_cell,24806,0.24026345101457697
sample05271,97056,cd8_t_cell,24052,0.24781569403231124
sample05272,107399,cd8_t_cell,25256,0.23516047635452844
sample05273,93975,cd8_t_cell,25311,0.26933758978451716
sample05274,98749,cd8_t_cell,20475,0.20734387183667682
sample05275,101796,cd8_t_cell,23146,0.22737632126999097
sample05276,104822,cd8_t_cell,23754,0.22661273396806014
sample05277,106119,cd8_t_cell,17826,0.1679812286206994
sample05278,100603,cd8_t_cell,26742,0.2658171227498186
sample05279,92169,cd8_t_cell,19687,0.2135967624689429
sample05280,112182,cd8_t_cell,31118,0.2773885293540853
sample05281,95617,cd8_t_cell,22242,0.23261553907777904
sample05282,101123,cd8_t_cell,32635,0.32272578938520413
sample05283,90744,cd8_t_cell,27261,0.30041655646654325
sample05284,94923,cd8_t_cell,24030,0.25315255522897506
sample05285,93379,cd8_t_cell,25026,0.2680045834716585
sample05286,98962,cd8_t_cell,24067,0.24319435743012469
sample05287,94635,cd8_t_cell,28923,0.30562688223173246
sample05288,94960,cd8_t_cell,24281,0.2556971356360573
sample05289,95444,cd8_t_cell,26449,0.2771153765558862
sample05290,105274,cd8_t_cell,24649,0.23414138343750593
sample05291,105032,cd8_t_cell,27909,0.2657190189656486
sample05292,94666,cd8_t_cell,17067,0.1802864808907105
sample05293,97444,cd8_t_cell,19524,0.2003612331185091
sample05294,94837,cd8_t_cell,35219,0.37136349736917024
sample05295,98377,cd8_t_cell,21680,0.22037671406934548
sample05296,94992,cd8_t_cell,24416,0.25703217113020044
sample05297,105645,cd8_t_cell,22003,0.2082729897297553
sample05298,101917,cd8_t_cell,20391,0.20007457048382507
sample05299,101251,cd8_t_cell,26365,0.2603924899507165
sample05300,94464,cd8_t_cell,25591,0.2709074356368564
sample05301,95263,cd8_t_cell,18033,0.1892969988348047
sample05302,109957,cd8_t_cell,30626,0.278527060578226
sample05303,93516,cd8_t_cell,26573,0.28415458317293296
sample05304,91506,cd8_t_cell,22399,0.24478176294450638
sample05305,97337,cd8_t_cell,20117,0.20667372119543442
sample05306,93332,cd8_t_cell,19672,0.21077443963485193
sample05307,102353,cd8_t_cell,19182,0.18741023712055338
sample05308,106723,cd8_t_cell,26301,0.2464417229650591
sample05309,112319,cd8_t_cell,32829,0.29228358514587915
sample05310,100284,cd8_t_cell,26213,0.2613876590483028
sample05311,102454,cd8_t_cell,23773,0.23203584047474965
sample05312,105964,cd8_t_cell,34523,0.3257993280736854
sample05313,100539,cd8_t_cell,22962,0.22838898337958405
sample05314,105944,cd8_t_cell,21055,0.19873706864003624
sample05315,93437,cd8_t_cell,25971,0.27795198904074403
sample05316,105574,cd8_t_cell,24736,0.23430011176994336
sample05317,104664,cd8_t_cell,26332,0.2515860276694948
sample05318,103489,cd8_t_cell,22341,0.21587801602102638
sample05319,97362,cd8_t_cell,27662,0.2841149524455126
sample05320,98629,cd8_t_cell,22785,0.23101724644881322
sample05321,93663,cd8_t_cell,21746,0.23217278968215838
sample05322,92587,cd8_t_cell,19229,0.20768574421895084
sample05323,96215,cd8_t_cell,24105,0.2505326612274593
sample05324,92401,cd8_t_cell,20143,0.21799547623943463
sample05325,94853,cd8_t_cell,29683,0.31293686019419525
sample05326,98689,cd8_t_cell,25986,0.263312020589934
sample05327,103025,cd8_t_cell,29726,0.2885319097306479
sample05328,93464,cd8_t_cell,15959,0.17075023538474707
sample05329,94629,cd8_t_cell,25644,0.2709951494784897
sample05330,98311,cd8_t_cell,19514,0.19849253898343014
sample05331,95545,cd8_t_cell,25190,0.263645402689832
sample05332,99788,cd8_t_cell,25257,0.25310658596223995
sample05333,108628,cd8_t_cell,29503,0.2715966417498251
sample05334,105592,cd8_t_cell,33158,0.3140200015152663
sample05335,96719,cd8_t_cell,30648,0.3168767253590298
sample05336,102367,cd8_t_cell,23672,0.23124639776490472
sample05337,95454,cd8_t_cell,28671,0.30036457351184864
sample05338,108833,cd8_t_cell,22522,0.20694090946679775
sample05339,91927,cd8_t_cell,27211,0.29600661394367267
sample05340,94573,cd8_t_cell,18655,0.19725503050553542
sample05341,102956,cd8_t_cell,21269,0.2065833948482847
sample05342,101503,cd8_t_cell,30745,0.3028974513068579
sample05343,103447,cd8_t_cell,20274,0.19598441714114473
sample05344,99072,cd8_t_cell,18988,0.19165859173126615
sample05345,108169,cd8_t_cell,27425,0.25353844447115165
sample05346,104944,cd8_t_cell,22676,0.21607714590638816
sample05347,105431,cd8_t_cell,26382,0.25023000825184244
sample05348,97143,cd8_t_cell,20766,0.21376733269509898
sample05349,100665,cd8_t_cell,23170,0.2301693736651269
sample05350,102545,cd8_t_cell,21187,0.20661173143497977
sample05351,100840,cd8_t_cell,22155,0.2197044823482745
sample05352,93424,cd8_t_cell,21231,0.2272542387395102
sample05353,94694,cd8_t_cell,26438,0.2791940355249541
sample05354,92588,cd8_t_cell,26028,0.2811163433706312
sample05355,96341,cd8_t_cell,22440,0.23292263937472105
sample05356,98265,cd8_t_cell,18578,0.18906019437236046
sample05357,99962,cd8_t_cell,26182,0.2619195294211801
sample05358,101129,cd8_t_cell,23105,0.22847056729523676
sample05359,108505,cd8_t_cell,20988,0.19342887424542649
sample05360,104568,cd8_t_cell,35727,0.3416628414046362
sample05361,97196,cd8_t_cell,28976,0.29811926416724965
sample05362,108179,cd8_t_cell,26718,0.24697954316456983
sample05363,104790,cd8_t_cell,23368,0.22299837770779654
sample05364,102355,cd8_t_cell,21431,0.20937912168433392
sample05365,99208,cd8_t_cell,34725,0.3500221756309975
sample05366,97896,cd8_t_cell,24494,0.2502042984391599
sample05367,103924,cd8_t_cell,20820,0.2003387090566183
sample05368,90899,cd8_t_cell,23227,0.255525363315328
sample05369,108062,cd8_t_cell,32767,0.3032240750680165
sample05370,104636,cd8_t_cell,31091,0.29713482931304713
sample05371,104350,cd8_t_cell,20859,0.19989458552946815
sample05372,95514,cd8_t_cell,17685,0.18515610277027453
sample05373,95817,cd8_t_cell,24436,0.2550278134360291
sample05374,95151,cd8_t_cell,25100,0.2637912370863154
sample05375,92526,cd8_t_cell,22305,0.2410673756565722
sample05376,101880,cd8_t_cell,35325,0.3467314487632509
sample05377,100959,cd8_t_cell,25408,0.2516665180915025
sample05378,100913,cd8_t_cell,20090,0.19908237788986552
sample05379,93702,cd8_t_cell,27285,0.2911890888134725
sample05380,104506,cd8_t_cell,20708,0.19815130231757028
sample05381,97640,cd8_t_cell,28588,0.2927898402294142
sample05382,101229,cd8_t_cell,26176,0.2585820268895277
sample05383,97683,cd8_t_cell,23274,0.23826049568502197
sample05384,96253,cd8_t_cell,26247,0.2726876045421961
sample05385,105680,cd8_t_cell,28453,0.2692373202119606
sample05386,97828,cd8_t_cell,28056,0.28678905834730345
sample05387,103209,cd8_t_cell,26659,0.2583011171506361
sample05388,94894,cd8_t_cell,18512,0.19508082702805235
sample05389,92351,cd8_t_cell,22346,0.24196814327944471
sample05390,110108,cd8_t_cell,26039,0.2364859955679878
sample05391,101163,cd8_t_cell,21152,0.20908830303569487
sample05392,104142,cd8_t_cell,27018,0.2594342340266175
sample05393,99662,cd8_t_cell,25837,0.2592462523328852
sample05394,104044,cd8_t_cell,29667,0.2851389796624505
sample05395,102005,cd8_t_cell,23512,0.23049850497524632
sample05396,103757,cd8_t_cell,21004,0.2024345345374288
sample05397,105204,cd8_t_cell,19724,0.18748336565149615
sample05398,98878,cd8_t_cell,22885,0.2314468334715508
sample05399,98421,cd8_t_cell,19174,0.1948161469605064
sample05400,89643,cd8_t_cell,18805,0.20977655812500698
sample05401,103681,cd8_t_cell,29764,0.2870728484486068
sample05402,89168,cd8_t_cell,21090,0.23651982774089358
sample05403,102153,cd8_t_cell,24628,0.24108934637259796
sample05404,98994,cd8_t_cell,28838,0.29131058447986746
sample05405,96325,cd8_t_cell,20203,0.20973786659745652
sample05406,102939,cd8_t_cell,22968,0.22312243173141375
sample05407,101712,cd8_t_cell,23030,0.22642362749724712
sample05408,105810,cd8_t_cell,22635,0.21392117947263964
sample05409,103478,cd8_t_cell,26630,0.25734938827576875
sample05410,102166,cd8_t_cell,23013,0.2252510619971419
sample05411,104591,cd8_t_cell,19811,0.18941400311690298
sample05412,104284,cd8_t_cell,30625,0.2936692110007288
sample05413,89488,cd8_t_cell,26525,0.2964084569998212
sample05414,93349,cd8_t_cell,31248,0.3347438108603199
sample05415,100532,cd8_t_cell,30787,0.30624079894958817
sample05416,101541,cd8_t_cell,26606,0.2620222373228548
sample05417,98856,cd8_t_cell,36429,0.368505705268269
sample05418,111124,cd8_t_cell,24960,0.22461394478240523
sample05419,110407,cd8_t_cell,28626,0.25927703859356743
sample05420,92645,cd8_t_cell,24308,0.26237789411193263
sample05421,93770,cd8_t_cell,22050,0.23514983470193027
sample05422,92337,cd8_t_cell,21317,0.23086086834096842
sample05423,97497,cd8_t_cell,24328,0.24952562642953116
sample05424,92362,cd8_t_cell,19643,0.21267404343777743
sample05425,108952,cd8_t_cell,33605,0.308438578456568
sample05426,106858,cd8_t_cell,30750,0.28776507140317054
sample05427,99434,cd8_t_cell,25509,0.2565420278777883
sample05428,100150,cd8_t_cell,19072,0.19043434847728408
sample05429,103297,cd8_t_cell,27105,0.26239871438667145
sample05430,90325,cd8_t_cell,22514,0.24925546637143647
sample05431,91149,cd8_t_cell,23166,0.25415528420498307
sample05432,104657,cd8_t_cell,29255,0.2795321860936201
sample05433,99954,cd8_t_cell,32423,0.32437921443864176
sample05434,104066,cd8_t_cell,22565,0.21683354794072993
sample05435,106242,cd8_t_cell,21407,0.20149281828278834
sample05436,90592,cd8_t_cell,22873,0.2524836630166019
sample05437,96129,cd8_t_cell,24843,0.2584339793402615
sample05438,100418,cd8_t_cell,28719,0.2859945428110498
sample05439,95772,cd8_t_cell,27358,0.2856576034749196
sample05440,93609,cd8_t_cell,26487,0.28295356215748485
sample05441,103051,cd8_t_cell,22523,0.21856168305014023
sample05442,97975,cd8_t_cell,27308,0.2787241643276346
sample05443,106055,cd8_t_cell,23401,0.22064966291075386
sample05444,98144,cd8_t_cell,14468,0.14741604173459408
sample05445,108417,cd8_t_cell,26006,0.23987013106800595
sample05446,94928,cd8_t_cell,20560,0.21658520141580986
sample05447,102935,cd8_t_cell,24116,0.23428377131199302
sample05448,107799,cd8_t_cell,22919,0.21260865128619003
sample05449,109175,cd8_t_cell,25415,0.23279138997023127
sample05450,107205,cd8_t_cell,27955,0.26076209132036754
sample05451,111894,cd8_t_cell,27310,0.24407028080147283
sample05452,103569,cd8_t_cell,19720,0.19040446465641264
sample05453,106160,cd8_t_cell,22400,0.21100226073850792
sample05454,96503,cd8_t_cell,23750,0.24610633866304674
sample05455,92557,cd8_t_cell,23151,0.2501269487991184
sample05456,91775,cd8_t_cell,21885,0.2384636338872242
sample05457,97053,cd8_t_cell,24871,0.25626204238921
sample05458,100572,cd8_t_cell,27563,0.2740623632820268
sample05459,92801,cd8_t_cell,25014,0.26954450921865064
sample05460,104930,cd8_t_cell,24063,0.2293243114457257
sample05461,90435,cd8_t_cell,21989,0.24314701166583735
sample05462,94374,cd8_t_cell,20952,0.22201029944688155
sample05463,108424,cd8_t_cell,24076,0.22205415775105142
sample05464,100546,cd8_t_cell,28275,0.281214568456229
sample05465,108608,cd8_t_cell,18546,0.170760901591043
sample05466,94967,cd8_t_cell,26994,0.28424610654227256
sample05467,94987,cd8_t_cell,23215,0.24440186551843937
sample05468,92899,cd8_t_cell,18336,0.1973756445171638
sample05469,103982,cd8_t_cell,32512,0.3126695004904695
sample05470,103955,cd8_t_cell,25577,0.2460391515559617
sample05471,97795,cd8_t_cell,21829,0.22321182064522727
sample05472,108164,cd8_t_cell,28411,0.2626659517029696
sample05473,108785,cd8_t_cell,34894,0.3207611343475663
sample05474,98767,cd8_t_cell,26006,0.2633065700082011
sample05475,99390,cd8_t_cell,26077,0.26237045980480933
sample05476,108470,cd8_t_cell,35188,0.32440306075412556
sample05477,102145,cd8_t_cell,24226,0.23717264672769103
sample05478,104229,cd8_t_cell,27603,0.2648303255332009
sample05479,108687,cd8_t_cell,26389,0.24279812673088777
sample05480,101489,cd8_t_cell,20774,0.20469213412290987
sample05481,99268,cd8_t_cell,20960,0.21114558568723052
sample05482,93136,cd8_t_cell,17049,0.18305488747637863
sample05483,111932,cd8_t_cell,21489,0.19198263231247542
sample05484,95946,cd8_t_cell,23538,0.2453254955912701
sample05485,86868,cd8_t_cell,22434,0.25825390247271723
